date,weekday,worker,seq,ward,name,category,category_ko,address,phone,latitude,longitude,map_url,item_set,target_listings
2026-08-20,목,작업자 A,4,Bảy Hiền,Phụ Tùng Hương Trà,parts,용품,"481/36/3, Trường Chinh",+84 902 815 954,10.7997917,106.638612,"https://www.google.com/maps/search/?api=1&query=10.7997917,106.638612",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,5,Bảy Hiền,Phụ Tùng Xe Máy Vũ Trụ,parts,용품,103 Đ. Tân Thành,+84 589 155 260,10.7870993,106.6398992,"https://www.google.com/maps/search/?api=1&query=10.7870993,106.6398992",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,6,Bảy Hiền,Phụ Tùng Xe Pháo Mã,parts,용품,Lê Đình Thám,+84 365 005 550,10.7977886,106.625881,"https://www.google.com/maps/search/?api=1&query=10.7977886,106.625881",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,7,Bảy Hiền,Phụ kiện xe máy An Thành,parts,용품,37/2a Đ.C18,+84 28 6292 5366,10.7987487,106.6512763,"https://www.google.com/maps/search/?api=1&query=10.7987487,106.6512763",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,8,Bảy Hiền,Phụ kiện xe máy Tín Đạt,parts,용품,Đ.C18,+84 789 255 256,10.7988441,106.6513615,"https://www.google.com/maps/search/?api=1&query=10.7988441,106.6513615",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,9,Bảy Hiền,Phụ tùng Suzuki Tân Hoà Lợi,parts,용품,160/65 Đ. Vườn Lài,+84 908 982 377,10.7899186,106.6288562,"https://www.google.com/maps/search/?api=1&query=10.7899186,106.6288562",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,10,Bảy Hiền,Phụ tùng Thế Hữu,parts,용품,119 Đ. Vườn Lài,,10.7877226,106.6322562,"https://www.google.com/maps/search/?api=1&query=10.7877226,106.6322562",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,11,Bảy Hiền,Phụ tùng xe máy minh ngô,parts,용품,1/19/37 Đ. Lê Thúc Hoạch,+84 779 039 390,10.7855084,106.6275934,"https://www.google.com/maps/search/?api=1&query=10.7855084,106.6275934",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,12,Bảy Hiền,Phụ tùng xe máy sài gòn (Minh Đức),parts,용품,33 Đ. Độc Lập,+84 908 128 258,10.7917037,106.6356832,"https://www.google.com/maps/search/?api=1&query=10.7917037,106.6356832",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,13,Bảy Hiền,Phụ tùng đồ chơi xe máy. TMTMOTO,parts,용품,138 đường Nguyễn Trường Tộ,+84 909 151 595,10.793164,106.632508,"https://www.google.com/maps/search/?api=1&query=10.793164,106.632508",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,14,Bảy Hiền,SAGOBI - Đồ xe Nhật Bản,parts,용품,124-126 Bành Văn Trân,+84 837 555 557,10.789809,106.6567053,"https://www.google.com/maps/search/?api=1&query=10.789809,106.6567053",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,15,Bảy Hiền,Sai Gon MaxSpeed,parts,용품,61/1 Đường số 1,+84 902 623 588,10.7865327,106.6468953,"https://www.google.com/maps/search/?api=1&query=10.7865327,106.6468953",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,16,Bảy Hiền,Sang Kim Thành Chuyên Khoá Chống Trộm Smartkey Đèn Trợ Sáng Cho Xe Máy,parts,용품,"84/16A, Tân Sơn Nhì",+84 934 167 812,10.801962,106.6328072,"https://www.google.com/maps/search/?api=1&query=10.801962,106.6328072",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,17,Bảy Hiền,Shop2banh,parts,용품,309 Đ. Vườn Lài,+84 906 644 645,10.7876592,106.6270126,"https://www.google.com/maps/search/?api=1&query=10.7876592,106.6270126",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,18,Bảy Hiền,"SẠC BÌNH ẮC QUY,KÍCH BÌNH ,THU MUA BÌNH ĐIỆN CŨ",parts,중고 용품,"481/36/3, 481/11 Trường Chinh",+84 782 073 000,10.8004615,106.6388704,"https://www.google.com/maps/search/?api=1&query=10.8004615,106.6388704",중고 부품 2점,2
2026-08-20,목,작업자 A,19,Bảy Hiền,Thay Nhớt Xe Máy Tân Phú,parts,용품,309 Đ. Vườn Lài,+84 938 820 202,10.7876316,106.6269738,"https://www.google.com/maps/search/?api=1&query=10.7876316,106.6269738",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,20,Bảy Hiền,"Việt Phụ Tùng Sh Ý (-636 Cộng Hoà ,P13 , Tân Bình )",parts,용품,636 Cộng Hòa,+84 901 406 040,10.8055148,106.6369038,"https://www.google.com/maps/search/?api=1&query=10.8055148,106.6369038",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,21,Bảy Hiền,phụ tùng và sửa chữa xe máy Pé Long chuyên các dòng xe nhập khẩu-trong nước suzuki-honda-yamaha-kymco-sym,parts,용품,759 Trường Chinh,+84 327 545 829,10.8105088,106.6334028,"https://www.google.com/maps/search/?api=1&query=10.8105088,106.6334028",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 A,22,Tân Sơn Nhất,"Cứu Hộ Xe Máy, Sửa Xe Lưu Động Quận Tân Bình - Minh Thành Motor",accessory,튜닝·액세서리,165 Đ. Nguyễn Thái Bình,+84 399 859 679,10.7986456,106.655395,"https://www.google.com/maps/search/?api=1&query=10.7986456,106.655395",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 A,23,Tân Sơn Nhất,Nhí Decal Wrap - Dán Keo Xe Tân Bình - PPF TPU - Decal Đổi Màu - Shop Có Nhận Dán Keo Xe Tại Nhà,accessory,튜닝·액세서리,66 Phạm Văn Hai,+84 859 507 909,10.796289,106.664113,"https://www.google.com/maps/search/?api=1&query=10.796289,106.664113",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 A,24,Tân Sơn Nhất,Cứu Hộ Xe Máy 24h - Sửa Xe Máy Tận Nơi Minh Thành Motor,etc,중고 오토바이,79 Đ. Phan Thúc Duyện,+84 399 859 679,10.8044648,106.660711,"https://www.google.com/maps/search/?api=1&query=10.8044648,106.660711",중고 오토바이 2대 (연식·주행거리 확인),2
2026-08-20,목,작업자 A,25,Hòa Hưng,Cứu Hộ Xe Máy 24h - Sửa Xe Lưu Động Minh Thành Motor,wash,세차,6 Đ. Đồng Nai,,10.777831,106.663973,"https://www.google.com/maps/search/?api=1&query=10.777831,106.663973",가입만,0
2026-08-20,목,작업자 A,26,Hòa Hưng,Rửa xe bọt Tuyết 332 Tô Hiến Thành,wash,세차,332 Tô Hiến Thành,,10.7760941,106.6631757,"https://www.google.com/maps/search/?api=1&query=10.7760941,106.6631757",가입만,0
2026-08-20,목,작업자 A,27,Hòa Hưng,Cửa Hàng Dịch Vụ Giặt Ủi Quận 10 Ms Kiều,laundry,세탁,130/32 Đ. Hồ Bá Kiện,,10.782733,106.66772,"https://www.google.com/maps/search/?api=1&query=10.782733,106.66772",가입만,0
2026-08-20,목,작업자 A,28,Hòa Hưng,Quán Phá Lâu Bò 601B,food,음식,601 Cách Mạng Tháng Tám,,10.784458,106.6686921,"https://www.google.com/maps/search/?api=1&query=10.784458,106.6686921",가입만,0
2026-08-20,목,작업자 A,29,Diên Hồng,"Sửa Chữa, Cứu Hộ Xe Máy 247 - Minh Thành Motor",wash,세차,471 Tô Hiến Thành,,10.7740808,106.6620365,"https://www.google.com/maps/search/?api=1&query=10.7740808,106.6620365",가입만,0
2026-08-20,목,작업자 A,30,Diên Hồng,Circle K Việt Nam,convenience,편의점,525 Tô Hiến Thành,,10.7722292,106.6605577,"https://www.google.com/maps/search/?api=1&query=10.7722292,106.6605577",가입만,0
2026-08-20,목,작업자 A,31,Hòa Hưng,Tiệm Rửa Xe Hùng,wash,세차,39 Đ. Hồ Bá Kiện,,10.78157,106.6683739,"https://www.google.com/maps/search/?api=1&query=10.78157,106.6683739",가입만,0
2026-08-20,목,작업자 A,32,Hòa Hưng,Cứu Hộ Xe Máy 24h- Sửa Xe Máy Tận Nơi,wash,세차,848 Sư Vạn Hạnh,,10.777444,106.6660756,"https://www.google.com/maps/search/?api=1&query=10.777444,106.6660756",가입만,0
2026-08-20,목,작업자 B,1,Bình Lợi Trung,Phụ tùng rã xe hoàng phong,parts,용품,37 Đ. Số 2,+84 388 788 042,10.8375893,106.7160062,"https://www.google.com/maps/search/?api=1&query=10.8375893,106.7160062",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 B,2,Bình Lợi Trung,Shop Sh Saigon,parts,중고 용품,55a Đ. Nguyên Hồng,,10.8181557,106.6930923,"https://www.google.com/maps/search/?api=1&query=10.8181557,106.6930923",중고 부품 2점,2
2026-08-20,목,작업자 B,3,Bình Lợi Trung,Shop phụ tùng xe,parts,용품,31/8/7/10 Đường 17,+84 982 116 306,10.8242535,106.7182944,"https://www.google.com/maps/search/?api=1&query=10.8242535,106.7182944",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 B,4,Bình Lợi Trung,SỬA XE LƯU ĐỘNG MINH ĐÔNG,parts,중고 용품,311b Đ. Phan Văn Trị,+84 908 568 512,10.815615,106.6951516,"https://www.google.com/maps/search/?api=1&query=10.815615,106.6951516",중고 부품 2점,2
2026-08-20,목,작업자 B,5,Bình Lợi Trung,Sửa phá xe Tân Phi Long (sửa mắc tiền),parts,중고 용품,173 Bình Lợi,+84 932 137 352,10.8325274,106.7048986,"https://www.google.com/maps/search/?api=1&query=10.8325274,106.7048986",중고 부품 2점,2
2026-08-20,목,작업자 B,6,Bình Lợi Trung,Thế Giới Turbo,parts,중고 용품,"Phường 13, Bình Thạnh TP. HCM",,10.8235462,106.702657,"https://www.google.com/maps/search/?api=1&query=10.8235462,106.702657",중고 부품 2점,2
2026-08-20,목,작업자 B,7,Bình Lợi Trung,Vỏ xe Thanh Long,parts,중고 용품,598 Đ. Phạm Văn Đồng,+84 909 355 283,10.8265009,106.7176879,"https://www.google.com/maps/search/?api=1&query=10.8265009,106.7176879",중고 부품 2점,2
2026-08-20,목,작업자 B,8,Bình Lợi Trung,Đồ nghề sửa xe máy - Thiết bị sửa xe chuyên nghiệp,parts,용품,169 Bình Lợi,+84 395 352 758,10.8320182,106.7049749,"https://www.google.com/maps/search/?api=1&query=10.8320182,106.7049749",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 B,9,Hạnh Thông,83 Lê Hoàng Phái Đồ Chơi Xe Máy,accessory,튜닝·액세서리,,,10.840637,106.6752525,"https://www.google.com/maps/search/?api=1&query=10.840637,106.6752525",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,10,Hạnh Thông,"AZTOYS - Shop Đồ Chơi Gỗ Trí Tuệ, Thông Minh Cho Bé",accessory,튜닝·액세서리,"Hẻm 145 Đường 51, 55, Phường/17 Đ. Lê Đức Thọ",+84 901 335 131,10.8361882,106.6827798,"https://www.google.com/maps/search/?api=1&query=10.8361882,106.6827798",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,11,Hạnh Thông,Bi Race Shop,accessory,튜닝·액세서리,27 Đ. Thống Nhất,+84 387 505 747,10.8314494,106.6636025,"https://www.google.com/maps/search/?api=1&query=10.8314494,106.6636025",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,12,Hạnh Thông,BỐ GIÀ GIVI - Thùng Givi Baga Givi Chính Hãng Gò Vấp,accessory,튜닝·액세서리,95 Nguyễn Oanh,+84 964 066 066,10.8317984,106.6767452,"https://www.google.com/maps/search/?api=1&query=10.8317984,106.6767452",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,13,Hạnh Thông,Cứu Hộ Xe Máy - Sửa Xe Lưu Động Gò Vấp Minh Thành Motor,accessory,튜닝·액세서리,122 Đ. Trần Bá Giao,+84 399 859 679,10.8335863,106.6896789,"https://www.google.com/maps/search/?api=1&query=10.8335863,106.6896789",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,14,Hạnh Thông,DRS Motor,accessory,튜닝·액세서리,409/16 Nguyễn Oanh,+84 982 382 652,10.8458662,106.6775553,"https://www.google.com/maps/search/?api=1&query=10.8458662,106.6775553",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,15,Hạnh Thông,Dán Keo Xe Gò Vấp,accessory,튜닝·액세서리,133 Đ.Nguyễn Văn Nghi,+84 334 567 370,10.8261084,106.6835892,"https://www.google.com/maps/search/?api=1&query=10.8261084,106.6835892",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,16,Hạnh Thông,Kiên RACING OIL,accessory,튜닝·액세서리,141 Đ.Nguyễn Văn Nghi,+84 961 604 567,10.8261252,106.6834624,"https://www.google.com/maps/search/?api=1&query=10.8261252,106.6834624",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,17,Hạnh Thông,MT MOTORCYCLE,accessory,튜닝·액세서리,27 Đường Nguyễn Du,+84 898 686 337,10.826257,106.686083,"https://www.google.com/maps/search/?api=1&query=10.826257,106.686083",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,18,Hạnh Thông,Phụng Gò Vấp - Dán keo xe,accessory,튜닝·액세서리,405 Đ. Lê Đức Thọ,+84 933 353 311,10.8433528,106.6742607,"https://www.google.com/maps/search/?api=1&query=10.8433528,106.6742607",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,19,Hạnh Thông,Sài Gòn Độ Xe Quận Gò Vấp,accessory,튜닝·액세서리,316 Đ. Phạm Văn Đồng,+84 936 071 289,10.8193757,106.6908594,"https://www.google.com/maps/search/?api=1&query=10.8193757,106.6908594",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,20,Hạnh Thông,SỬA XE RỬA XE MÁY HOÀNG PHÚC OPEN: 6-23h,accessory,튜닝·액세서리,84 Đ. Nguyễn Du,+84 779 906 622,10.8268123,106.6865123,"https://www.google.com/maps/search/?api=1&query=10.8268123,106.6865123",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,21,Hạnh Thông,"Sửa Chữa, Cứu Hộ Xe Máy 24h - Minh Thành Motor",accessory,튜닝·액세서리,38 Đ. Phạm Huy Thông,+84 399 859 679,10.8337783,106.6831068,"https://www.google.com/maps/search/?api=1&query=10.8337783,106.6831068",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,22,Hạnh Thông,Sửa Xe Lưu Động - Cứu Hộ Xe Máy 247 Minh Thành Motor,accessory,튜닝·액세서리,130 Trần Thị Nghỉ,+84 399 859 679,10.8283536,106.6826088,"https://www.google.com/maps/search/?api=1&query=10.8283536,106.6826088",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,23,Hạnh Thông,Tuấn Tài Đồ Chơi Xe Máy,accessory,튜닝·액세서리,,,10.8410449,106.6763781,"https://www.google.com/maps/search/?api=1&query=10.8410449,106.6763781",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,24,Hạnh Thông,Đồ Chơi Xe Máy Cao Cấp | Decal Quang Tá,accessory,튜닝·액세서리,421 Đ. Lê Đức Thọ,+84 906 272 820,10.8446636,106.6724048,"https://www.google.com/maps/search/?api=1&query=10.8446636,106.6724048",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 B,25,Cầu Kiệu,HOÀNG MÝ MOBILE | SỬA ĐIỆN THOẠI BÌNH THẠNH,phone_repair,폰수리,83a Nguyễn Văn Đậu,,10.8086117,106.6881965,"https://www.google.com/maps/search/?api=1&query=10.8086117,106.6881965",가입만,0
2026-08-20,목,작업자 B,26,Cầu Kiệu,Trung Vân Mobile - Sửa Điện Thoại,phone_repair,폰수리,122 Hoàng Hoa Thám,,10.8081009,106.6886809,"https://www.google.com/maps/search/?api=1&query=10.8081009,106.6886809",가입만,0
2026-08-20,목,작업자 B,27,Gia Định,Giặt Ủi Gin- Giao Nhận Tận Nơi,laundry,세탁,199/81 Lê Quang Định,,10.8080047,106.6920783,"https://www.google.com/maps/search/?api=1&query=10.8080047,106.6920783",가입만,0
2026-08-20,목,작업자 B,28,Đức Nhuận,TIỆM ĂN HIẾU 81,food,음식,Đ. Thích Quảng Đức,,10.8077344,106.6828918,"https://www.google.com/maps/search/?api=1&query=10.8077344,106.6828918",가입만,0
2026-08-20,목,작업자 B,29,Cầu Kiệu,Tay Nguyen Coffee,cafe,카페,80 Hoàng Hoa Thám,,10.8069654,106.6898371,"https://www.google.com/maps/search/?api=1&query=10.8069654,106.6898371",가입만,0
2026-08-20,목,작업자 B,30,Cầu Kiệu,Cà Phê Tranh ( Lớp Vẽ Voi Con ),cafe,카페,105 Hoàng Hoa Thám,,10.8068175,106.6891672,"https://www.google.com/maps/search/?api=1&query=10.8068175,106.6891672",가입만,0
2026-08-20,목,작업자 B,31,Cầu Kiệu,Cứu Hộ Xe Máy 24h - Minh Thành Motor,wash,세차,66 Hoàng Hoa Thám,,10.8065694,106.6901889,"https://www.google.com/maps/search/?api=1&query=10.8065694,106.6901889",가입만,0
2026-08-20,목,작업자 B,32,Cầu Kiệu,Cứu Hộ Xe Máy - Sửa Xe Máy Tại Nhà 24h Minh Thành Motor,wash,세차,42A Nguyễn Văn Đậu,,10.8063827,106.6871362,"https://www.google.com/maps/search/?api=1&query=10.8063827,106.6871362",가입만,0
2026-08-20,목,작업자 C,1,Tân Thuận,Cửa Hàng Phụ Tùng Xe Máy Trung Nghĩa,parts,용품,593 Huỳnh Tấn Phát,+84 902 991 638,10.74114,106.7300766,"https://www.google.com/maps/search/?api=1&query=10.74114,106.7300766",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 C,2,Tân Thuận,Cửa Hàng Xe Đạp - Xe Điện Phượng Hoàng KF15,parts,중고 용품,KF15 Huỳnh Tấn Phát,+84 762 321 545,10.7552955,106.7228325,"https://www.google.com/maps/search/?api=1&query=10.7552955,106.7228325",중고 부품 2점,2
2026-08-20,목,작업자 C,3,Tân Thuận,GIA PHÚC SPORT SHOP,parts,중고 용품,"88/89/30/26/55, Nguyễn Văn Quỳ",+84 968 694 443,10.734915,106.7348168,"https://www.google.com/maps/search/?api=1&query=10.734915,106.7348168",중고 부품 2점,2
2026-08-20,목,작업자 C,4,Tân Thuận,HYP Moto,parts,중고 용품,1102 Đ. số 103-TML,+84 567 839 779,10.7599601,106.7541803,"https://www.google.com/maps/search/?api=1&query=10.7599601,106.7541803",중고 부품 2점,2
2026-08-20,목,작업자 C,5,Tân Thuận,Nova4x4,parts,중고 용품,1 Nguyễn Thanh Sơn,+84 1900 4479,10.7728188,106.7531395,"https://www.google.com/maps/search/?api=1&query=10.7728188,106.7531395",중고 부품 2점,2
2026-08-20,목,작업자 C,6,Tân Thuận,Phụ Tùng Trạm xe Ông Già,parts,용품,258 Huỳnh Tấn Phát,+84 904 772 474,10.7539911,106.7281287,"https://www.google.com/maps/search/?api=1&query=10.7539911,106.7281287",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 C,7,Tân Thuận,Phụ Tùng Xe Máy Niệm Mẫn,parts,용품,38 Đường D7,+84 931 401 808,10.7496629,106.7259504,"https://www.google.com/maps/search/?api=1&query=10.7496629,106.7259504",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 C,8,Tân Thuận,Tinhdu,parts,중고 용품,27/12a Trần Trọng Cung,,10.74309,106.7340955,"https://www.google.com/maps/search/?api=1&query=10.74309,106.7340955",중고 부품 2점,2
2026-08-20,목,작업자 C,9,Tân Thuận,Tiệm phụ tùng xe gắn máy Huy Hoàng,parts,용품,214 Huỳnh Tấn Phát,,10.7542746,106.7274336,"https://www.google.com/maps/search/?api=1&query=10.7542746,106.7274336",미러 · 머플러 · 브레이크패드 · 체인 중 2점,2
2026-08-20,목,작업자 C,10,Khánh Hội,Meow Meow Kidsplay Cafe,accessory,튜닝·액세서리,39-39B Bến Vân Đồn,+84 967 797 886,10.7665501,106.7034238,"https://www.google.com/maps/search/?api=1&query=10.7665501,106.7034238",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 C,11,Khánh Hội,Sửa Xe Đức Phương - Motorbike Repair,accessory,튜닝·액세서리,U40 Nguyễn Hữu Hào,+84 938 923 192,10.7603282,106.7020165,"https://www.google.com/maps/search/?api=1&query=10.7603282,106.7020165",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 C,12,Khánh Hội,Văn Thái Racing Shop,accessory,튜닝·액세서리,645 Đ. Trần Xuân Soạn,+84 775 822 388,10.7516478,106.7035766,"https://www.google.com/maps/search/?api=1&query=10.7516478,106.7035766",핸들바 · LED · 데칼 · 시트커버 중 2점,2
2026-08-20,목,작업자 C,13,Khánh Hội,Bãi giữ xe Bộ đội Biên phòng cũ.,etc,중고 오토바이,39606 Đ. Nguyễn Tất Thành,,10.767086,106.705951,"https://www.google.com/maps/search/?api=1&query=10.767086,106.705951",중고 오토바이 2대 (연식·주행거리 확인),2
2026-08-20,목,작업자 C,14,Khánh Hội,Bãi giữ xe máy chùa Bồ Đề,etc,중고 오토바이,109/8A Bến Vân Đồn,,10.7624116,106.7012374,"https://www.google.com/maps/search/?api=1&query=10.7624116,106.7012374",중고 오토바이 2대 (연식·주행거리 확인),2
2026-08-20,목,작업자 C,15,Khánh Hội,CH XE GẮN MÁY ĐƯỢC / ĐƯỢC motorcycle Store,etc,중고 오토바이,40 Nguyễn Hữu Hào,+84 908 000 897,10.7618606,106.7009399,"https://www.google.com/maps/search/?api=1&query=10.7618606,106.7009399",중고 오토바이 2대 (연식·주행거리 확인),2
2026-08-20,목,작업자 C,16,Khánh Hội,Chợ Xóm Chiếu,etc,중고 오토바이,"Chợ Xóm Chiếu số1, Đinh Lễ",,10.7635596,106.7060055,"https://www.google.com/maps/search/?api=1&query=10.7635596,106.7060055",중고 오토바이 2대 (연식·주행거리 확인),2
2026-08-20,목,작업자 C,17,Khánh Hội,Cửa Hàng Xe Máy 183,etc,중고 오토바이,183 Hoàng Diệu,+84 909 506 882,10.7628109,106.7031788,"https://www.google.com/maps/search/?api=1&query=10.7628109,106.7031788",중고 오토바이 2대 (연식·주행거리 확인),2
2026-08-20,목,작업자 C,18,Khánh Hội,Cửa Hàng Xe Máy Nhật Huy,etc,중고 오토바이,593 Đ. Trần Xuân Soạn,,10.7516759,106.7046419,"https://www.google.com/maps/search/?api=1&query=10.7516759,106.7046419",중고 오토바이 2대 (연식·주행거리 확인),2
2026-08-20,목,작업자 C,19,Khánh Hội,Cửa hàng xe máy VĂN LÂM,etc,중고 오토바이,"10 Lô K, Đ. cư xá Vĩnh Hội",+84 906 555 399,10.7607221,106.6996765,"https://www.google.com/maps/search/?api=1&query=10.7607221,106.6996765",중고 오토바이 2대 (연식·주행거리 확인),2
2026-08-20,목,작업자 C,20,Khánh Hội,Dung Motorbike Rental & Sale Ho Chi Minh,etc,중고 오토바이,01 Nguyễn Hữu Hào,+84 903 172 047,10.7638553,106.7001161,"https://www.google.com/maps/search/?api=1&query=10.7638553,106.7001161",중고 오토바이 2대 (연식·주행거리 확인),2
2026-08-20,목,작업자 C,21,Khánh Hội,HTG Store - Mua Bán Trao Đổi Xe,etc,중고 오토바이,165/36C Tôn Thất Thuyết,+84 941 620 984,10.7539544,106.7063708,"https://www.google.com/maps/search/?api=1&query=10.7539544,106.7063708",중고 오토바이 2대 (연식·주행거리 확인),2
2026-08-20,목,작업자 C,22,Khánh Hội,247 Motorbikes Rental & Sale Hcm,gear,헬멧·보호구,33 Đ. Vĩnh Hội,+84 981 008 414,10.7561907,106.7030708,"https://www.google.com/maps/search/?api=1&query=10.7561907,106.7030708",헬멧 2종 (풀페이스 / 하프),2
2026-08-20,목,작업자 C,23,Khánh Hội,Bảo hiểm Xã hội cơ sở Xóm Chiếu,gear,헬멧·보호구,87-89 Đ. Nguyễn Trường Tộ,+84 28 3826 4993,10.7646931,106.7053396,"https://www.google.com/maps/search/?api=1&query=10.7646931,106.7053396",헬멧 2종 (풀페이스 / 하프),2
2026-08-20,목,작업자 C,24,Khánh Hội,Cho Thuê Xe Máy Bảy Chín Khánh Hội - Giao xe tận nơi.,gear,헬멧·보호구,Bến Vân Đồn/151 Khánh Hội,+84 943 324 965,10.7617233,106.6996494,"https://www.google.com/maps/search/?api=1&query=10.7617233,106.6996494",헬멧 2종 (풀페이스 / 하프),2
2026-08-20,목,작업자 C,25,Xóm Chiếu,Giặt ủi Dì Trinh - Nhanh - Sạch - Rẻ,laundry,세탁,300/15 Đoàn Văn Bơ,,10.7568986,106.7119857,"https://www.google.com/maps/search/?api=1&query=10.7568986,106.7119857",가입만,0
2026-08-20,목,작업자 C,26,Xóm Chiếu,Giặt Sấy Giá Rẻ White Laundry,laundry,세탁,97 Xóm Chiếu,,10.7584493,106.710963,"https://www.google.com/maps/search/?api=1&query=10.7584493,106.710963",가입만,0
2026-08-20,목,작업자 C,27,Xóm Chiếu,Cứu Hộ Xe Máy - Sửa Xe Lưu Động Quận 4 Minh Thành Motor,tire,타이어,110 Xóm Chiếu,,10.7582756,106.7107891,"https://www.google.com/maps/search/?api=1&query=10.7582756,106.7107891",가입만,0
2026-08-20,목,작업자 C,28,Xóm Chiếu,Tiệm Giặt Sấy- Photocopy In Màu Nhà Bill,laundry,세탁,198/5 Đoàn Văn Bơ,,10.7591657,106.7102231,"https://www.google.com/maps/search/?api=1&query=10.7591657,106.7102231",가입만,0
2026-08-20,목,작업자 C,29,Xóm Chiếu,Rửa Xe Bảo Long,wash,세차,Tôn Thất Thuyết,,10.7534211,106.7103097,"https://www.google.com/maps/search/?api=1&query=10.7534211,106.7103097",가입만,0
2026-08-20,목,작업자 C,30,Xóm Chiếu,Súp Cua Hằng,food,음식,C200/18 Xóm Chiếu,,10.7557267,106.7088803,"https://www.google.com/maps/search/?api=1&query=10.7557267,106.7088803",가입만,0
2026-08-20,목,작업자 C,31,Xóm Chiếu,Quán Chín - Cơm Gà Xối Mỡ,food,음식,200/25C Xóm Chiếu,,10.7558247,106.7083876,"https://www.google.com/maps/search/?api=1&query=10.7558247,106.7083876",가입만,0
2026-08-20,목,작업자 C,32,Xóm Chiếu,Rửa Xe 116,wash,세차,116 Tôn Thất Thuyết,,10.7533767,106.7090314,"https://www.google.com/maps/search/?api=1&query=10.7533767,106.7090314",가입만,0
2026-08-20,목,작업자 D,1,Chợ Lớn,Phụ Tùng KYMCO Thành Xíu,parts,중고 용품,146A Phạm Hữu Chí,+84 908 818 779,10.7552435,106.6545498,"https://www.google.com/maps/search/?api=1&query=10.7552435,106.6545498",중고 부품 2점,2
