name,category,subtype,listing_capable,address,latitude,longitude,phone,rating,reviews,status,flags
Mua xe cũ giá cao,etc,used_moto,Y,Nguyễn Thị Nhỏ,10.7713854,106.6522305,,,,,리뷰없음
Mua xe cũ tận nhà giá cao,etc,used_moto,Y,654 6 Lạc Long Quân,10.775601,106.6484779,+84 937 992 889,,,,리뷰없음
Mê Xe Cũ,etc,used_moto,Y,Nguyễn Hữu Cảnh,10.7893522,106.7154086,+84 976 802 609,,,,리뷰없음
NPP Mitsubishi SATSCO,etc,used_moto,Y,1A Hồng Hà,10.8134837,106.6660176,+84 938 209 520,4.8,18,,
Nam 67 Gò Vấp,etc,used_moto,Y,954/32 Quang Trung,10.8390752,106.6483797,+84 937 359 233,,,,리뷰없음
Nam Cao Motor,etc,used_moto,Y,280/47/7A Đ. Bùi Hữu Nghĩa,10.7994441,106.7011668,+84 942 999 942,3.0,2,,
Nguyễn Hiệp Motor PKL,etc,used_moto,Y,54 Nguyễn Sơn,10.7829291,106.6318507,+84 908 005 696,3.0,2,,
Nhung Xe Điện - Mua Bán Xe Điện TP.HCM,etc,used_moto,Y,111/10 Đ. Vườn Lài,10.787037,106.6316517,+84 938 900 030,4.0,8,,
Nhà Sách Xưa Quận 10,etc,used_moto,Y,OO19 Bạch Mã,10.7802289,106.6610371,+84 903 663 733,4.4,253,,
Nhà của Gia Hân,etc,used_moto,Y,179 Đ. Phùng Văn Cung,10.8048094,106.6824673,+84 901 151 531,,,,리뷰없음
PHÒNG KINH DOANH ONLINE XE MÁY VISACOOP,etc,used_moto,Y,478 Cộng Hòa,10.8026134,106.6414515,+84 357 531 554,5.0,160,,
PTMmotor,etc,used_moto,Y,32 Đ. Nguyễn Phi Khanh,10.79185,106.694837,+84 983 353 839,4.0,1,,
Phát Yên Xe NVX (Nệm Tiến Phát),etc,used_moto,Y,371 Đ. Phan Văn Trị,10.8186831,106.6946796,+84 948 869 488,5.0,11,,
Phê Motor,etc,used_moto,Y,232 QL13,10.8164217,106.713179,+84 977 933 837,2.7,7,,
Phúc Lee Motor,etc,used_moto,Y,133/11 Hoà Hưng,10.7777796,106.6721982,+84 906 666 878,5.0,6,,
"Phương Đông - Thu Mua Xe Điện, Xe Máy & Đồ Cũ",etc,used_moto,Y,24 Ngô Bệ,10.803354,106.6416814,+84 886 025 555,,,,리뷰없음
Phố Xe Điện quận Tân Bình,etc,used_moto,Y,322A Trường Chinh,10.7986828,106.6428483,+84 1800 9008,4.7,167,,
Phố Đi Bộ Nguyễn Huệ - 86Bis Lê Thánh Tôn,etc,used_moto,Y,Nguyễn Huệ,10.775402,106.7001084,,4.4,161,,
Phụ Kiện GoPro,etc,used_moto,Y,31 Bis Nguyễn Văn Cừ,10.7550588,106.6859014,+84 823 988 365,4.5,87,,
Piaggio Xuân Cầu 177 Phan Đăng Lưu -HCM,etc,used_moto,Y,177A Phan Đăng Lưu,10.8001863,106.6817291,+84 1900 0300,4.0,88,,
Pô Xe Máy Nguyễn Thành,etc,used_moto,Y,12 Phạm Hữu Chí,10.7557873,106.6581466,+84 903 192 363,3.3,103,,
Quang Phương Motor,etc,used_moto,Y,606 Trần Hưng Đạo,10.7549463,106.6790175,,3.7,33,,
Quảng Phát,etc,used_moto,Y,72 Công chúa Ngọc Hân,10.7631859,106.654036,+84 903 937 262,,,,리뷰없음
Quốc Khang,etc,used_moto,Y,128/41 Hẻm 128 Phạm Văn Hai,10.7938344,106.6622321,+84 909 626 819,,,,리뷰없음
Quốc Toản motobike,etc,used_moto,Y,107 Đường Số 43,10.7430087,106.7123667,+84 706 886 386,4.2,24,,
Rửa xe máy 79 Bọt tuyết Villa Hào,etc,used_moto,Y,23 Đường số 79,10.7396635,106.7120716,,4.0,27,,
SHOWROOM369 - Vân Anh Motor,etc,used_moto,Y,Ngô Gia Tự/99 P,10.7656808,106.6732981,+84 936 688 399,5.0,2,,
SYM Phú Lộc,etc,used_moto,Y,Nguyễn Kiệm,10.8003221,106.679657,+84 28 3844 0137,4.3,223,,
Salon Goodcar,etc,used_moto,Y,290-292 Đường Nguyễn Văn Linh,10.7431021,106.7212931,+84 929 769 999,4.9,27,,
Second Corner,etc,used_moto,Y,110 Nguyễn Công Trứ,10.7927404,106.7104376,+84 325 337 044,4.5,200,,
Shop 186,etc,used_moto,Y,"Trường Chinh Phường Tân Sơn Nhì ❤️581/22 Trường Chinh Q.Tân Phú ( gần chợ, Võ Thành Trang - Bà Quẹo",10.8019865,106.6355927,+84 935 560 560,4.0,5,,
Shop xe máy Phú Lực,etc,used_moto,Y,6 Đường số 27,10.8048894,106.6293265,,5.0,1,,
Showroom Xe Máy Điện VinFast Giải Pháp Việt - Quận 3,etc,used_moto,Y,57 Phạm Ngọc Thạch,10.7858867,106.6921856,+84 977 183 118,4.4,382,,
Siêu Thị Xe Gắn Máy Quang Phương - Chi Nhánh 7,etc,used_moto,Y,"100/2 An Dương Vương, Phường 9, Quận 5, TP Hồ Chí Minh",10.7560084,106.6719758,+84 28 3830 3009,1.9,15,,
Siêu Thị Xe Máy Hùng Phương,etc,used_moto,Y,107 Đ. Lý Thường Kiệt,10.7609297,106.6606019,+84 28 3855 2062,3.1,131,,
Siêu Thị Xe Máy QUANG PHƯƠNG,etc,used_moto,Y,Số 3 Nguyễn Oanh,10.828723,106.6786869,+84 28 3894 6930,1.6,47,,
Siêu Thị Xe Máy Quang Phương,etc,used_moto,Y,46 Âu Cơ,10.7698006,106.6515885,+84 944 331 132,1.2,19,,
Siêu Thị Xe Máy Quang Phương - Chi Nhánh 17,etc,used_moto,Y,132C Nguyễn Tri Phương,10.7570259,106.6697152,+84 28 3830 0504,1.0,6,,
SunChâu Motor,etc,used_moto,Y,36 Đ. Hàn Hải Nguyên,10.7580823,106.6503442,+84 901 899 998,5.0,1,,
Sửa Xe Liêm Trương Quốc Dung,etc,used_moto,Y,42/2 Trương Quốc Dung,10.7970674,106.6723657,,4.8,82,,
Sửa Xe Lưu Động - Cứu Hộ Xe Máy Tận Nơi,etc,used_moto,Y,47 Phạm Viết Chánh,10.7665068,106.6835353,+84 944 883 288,4.1,23,,
Sửa Xe Lưu Động 24h Minh Thành Motor - Cứu Hộ Xe Máy,etc,used_moto,Y,28 Hoàng Dư Khương,10.7765742,106.6720675,+84 399 859 679,4.7,3,,
Sửa xe máy Castrol Phương Tay Ga,etc,used_moto,Y,29 Đ. Nguyễn Thiện Thuật,10.765821,106.68116,+84 909 361 714,4.5,8,,
T386 store,etc,used_moto,Y,355 Phạm Thế Hiển,10.7482554,106.6818766,+84 938 638 626,5.0,34,,
THUÊ XE MÁY 79 PHÚ MỸ HƯNG - MOTOBIKE RENTAL,etc,used_moto,Y,40 Nội Khu Hưng Gia 2,10.7334355,106.7070197,+84 775 151 589,5.0,32,,
THUÊ XE MÁY THÀNH ĐẠT,etc,used_moto,Y,115/21 Đ. Lê Văn Sỹ,10.7907396,106.6717838,+84 908 959 723,4.4,18,,
TL Motor Coffee,etc,used_moto,Y,Đường d5,10.7498698,106.7257411,+84 968 030 030,4.4,45,,
TRACOMECO-MIỀN TÂY,etc,used_moto,Y,15 Số 3,10.7860798,106.7519837,+84 918 118 541,5.0,1,,
TRUNG TRAN MOTOR,etc,used_moto,Y,31/20 Đ. Nguyễn Đình Chiểu,10.8036409,106.6800874,+84 932 111 288,5.0,55,,
TRUNG TÂM CHĂM SÓC XE MẠNH HÀ AN PHÚ,etc,used_moto,Y,86 Vũ Tông Phan,10.7967474,106.7410061,+84 909 230 866,4.0,40,,
TanNguyenStore-Motor,etc,used_moto,Y,R5 Cư Xá Phú Lâm A,10.7501662,106.6313063,+84 772 930 393,4.9,41,,
Thanh Hoà motorbike,etc,used_moto,Y,259 Đ. Phan Anh,10.7701052,106.6220616,+84 938 877 296,5.0,1,,
Thiên Trà Motor - Cửa hàng mua bán xe moto PKL cũ,etc,used_moto,Y,108 Đường số 28,10.7416714,106.626989,+84 903 271 402,4.6,24,,
Thu Mua Oto Cũ WinCar,etc,used_moto,Y,41 Đ. Phùng Văn Cung,10.8030341,106.6847883,+84 937 663 383,5.0,6,,
Thu Mua Xe Cũ Tận Nơi 24h,etc,used_moto,Y,652/10 QL13,10.8536327,106.7238142,+84 921 089 688,5.0,6,,
Thu Mua Xe Máy Cũ quận Bình Tân,etc,used_moto,Y,40/10 Đường số 14A,10.7822321,106.6133307,+84 356 997 257,,,,리뷰없음
Thu Mua xe cũ Lê Nhân 88 Bạch Đằng,etc,used_moto,Y,88 Bạch Đằng,10.8031988,106.7082683,+84 906 899 252,5.0,184,,
Thu mua xe cũ - Cầm xe Đại Lâm,etc,used_moto,Y,113 Đ. Tám Danh,10.7395885,106.6714166,+84 906 641 122,5.0,1,,
Thu mua xe máy,etc,used_moto,Y,248/14/2 Hẻm 248/14 Nguyễn Thái Bình,10.7968363,106.6507703,,5.0,1,,
Thu mua xe máy cũ cao nhất SG,etc,used_moto,Y,118/10 Phan Huy Ích,10.8301726,106.6332596,+84 937 090 000,5.0,22,,
Thu mua xe máy cũ giá tốt - Tân Phú,etc,used_moto,Y,160 Đ. Lê Thúc Hoạch,10.7884463,106.6196004,+84 814 230 875,,,,리뷰없음
Thu mua xe điện cũ giá cao tận nhà,etc,used_moto,Y,244 Thoại Ngọc Hầu,10.7779195,106.6288214,+84 836 060 707,,,,리뷰없음
Thu mua đồ cũ Quận 7 - Ngọc Tuấn,etc,used_moto,Y,23/21 Đ. Số 1,10.7419913,106.7268477,+84 937 816 224,4.9,46,,
Thuê xe máy Quyên Vy,etc,used_moto,Y,134 Yên Thế,10.8148548,106.669086,+84 989 262 206,3.5,106,,
Thế Giới Xe Điện,etc,used_moto,Y,65 Võ Thị Sáu,10.787358,106.691632,+84 886 388 888,3.3,48,,
Tiệm Sửa Xe Tuấn 4.0,etc,used_moto,Y,QPMW+HFC,10.7839489,106.7461413,,5.0,1,,
Tiệm sửa xe gắn máy Phương,etc,used_moto,Y,145 Hồ Văn Huê,10.8056575,106.6781422,+84 903 680 223,1.6,15,,
Tiệm xe máy,etc,used_moto,Y,482/92 Lê Quang Định,10.8149761,106.6897021,,,,,리뷰없음
Tiện ích xe máy,etc,used_moto,Y,395/6 Đ. Minh Phụng,10.7603337,106.6431437,+84 936 502 401,4.8,24,,
Toyota Hiroshima Tân Cảng - HT,etc,used_moto,Y,220 Bis Nguyễn Hữu Cảnh,10.7969802,106.7203207,+84 944 008 866,4.5,1053,,
Toyota Lý Thường Kiệt,etc,used_moto,Y,151A Đ. Lý Thường Kiệt,10.7842296,106.6545375,+84 901 818 818,4.7,1162,,
Trai Đẹp Bán Xe Rẻ,etc,used_moto,Y,372 An Dương Vương,10.7392543,106.6237286,+84 826 999 909,4.6,35,,
Trao đổi xe cũ Minh Sơn,etc,used_moto,Y,356a Lê Văn Lương,10.7404265,106.7035655,,,,,리뷰없음
Triumph Vietnam (Triumph East Saigon),etc,used_moto,Y,63 Nguyễn Cơ Thạch,10.7682696,106.7250912,+84 909 908 975,4.7,193,,
Trung Tâm Dịch Vụ Lốp Xe Bridgestone Thành Phát,etc,used_moto,Y,54 Lý Thái Tổ,10.7660359,106.6804952,+84 28 3832 2603,4.5,320,,
Trung Tâm Honda,etc,used_moto,Y,11 Trần Phú,10.7635336,106.6801732,+84 28 3833 7063,2.9,39,,
Trung tâm xe máy Quang Phương,etc,used_moto,Y,953 Đ. Hồng Bàng,10.7544151,106.6389117,+84 28 3960 1767,2.4,66,,
Trung tâm xe máy Thành Hưng,etc,used_moto,Y,172 Đ. Tô Hiệu,10.7722616,106.6272112,+84 937 692 195,4.5,75,,
"Trạm Dịch Vụ Xe Máy OKXE - Út Tịch, HCM",etc,used_moto,Y,40E Út Tịch,10.7970788,106.6584305,+84 1900 636135,4.7,226,,
Tuan moto 262 đ phan anh quận tân phú TPHCM,etc,used_moto,Y,262 Đ. Phan Anh,10.7709946,106.6239589,+84 369 669 659,2.3,6,,
Tân Thuận Ford,etc,used_moto,Y,"Lô DVTM-08 & Lô DVTM-11, Đường số 7, KCX",10.7514165,106.7339376,+84 916 489 919,4.7,160,,
Tín Trần,etc,used_moto,Y,"Q6, 269/30A Bà Hom",10.754597,106.6249986,+84 933 996 615,,,,리뷰없음
Tứ 5 Premium - Mua Bán Trao Đổi Tất Cả Các Dòng Xe Máy,etc,used_moto,Y,189 Lê Quang Định,10.8085539,106.694153,+84 944 225 555,5.0,5,,
VESPA Tuấn Cương,etc,used_moto,Y,148 Phan Đăng Lưu,10.801696,106.682669,+84 983 331 355,3.9,30,,
VIETMOTO Cho Thuê Xe Máy / Motorbike rental / Аренда байков,etc,used_moto,Y,04 Đinh Bộ Lĩnh,10.8033815,106.7094991,+84 385 858 671,5.0,58,,
VINFAST MINH HƯNG PHÁT,etc,used_moto,Y,217A Bến Vân Đồn,10.760601,106.6969241,+84 903 275 820,4.3,350,,
VINFAST PHAN TRỌNG TUỆ - LANDMARK 81,etc,used_moto,Y,"Tòa Landmark81, 772 Điện Biên Phủ",10.7948272,106.7220371,+84 974 370 249,4.8,26,,
VINFAST THỦ THIÊM - VINFAST THỦ ĐỨC,etc,used_moto,Y,70 Lương Định Của,10.7870083,106.7334915,+84 971 220 630,4.6,131,,
VINFAST THỦ ĐỨC - SAIGON XANH,etc,used_moto,Y,"TP, 255 QL13",10.8357642,106.7137455,+84 818 333 877,4.6,399,,
Vespa Sapa Nguyễn Oanh,etc,used_moto,Y,130 Nguyễn Oanh,10.8291808,106.678756,,4.3,278,,
Vespa Sapa Nguyễn Thị Thập,etc,used_moto,Y,374 Nguyễn Thị Thập,10.7388211,106.7114534,,4.3,273,,
Vespa Topcom 211 Nam Kỳ Khởi Nghĩa,etc,used_moto,Y,Nam Kỳ Khởi Nghĩa/211 Võ Thị Sáu,10.7877618,106.6858578,+84 936 329 088,3.9,115,,
Vespa Topcom Trần Hưng Đạo,etc,used_moto,Y,318 Trần Hưng Đạo,10.7571218,106.6855357,+84 936 496 399,4.2,131,,
Vespa cũ Sài Gòn,etc,used_moto,Y,167 Phan Đăng Lưu,10.800352,106.6818815,,5.0,1,,
Vespa-Lambretta Cổ,etc,used_moto,Y,100 Tân Khai,10.7580059,106.6557266,,,,,리뷰없음
Vi tính Nguyên Khang - Thu mua máy tính cũ tphcm,etc,used_moto,Y,458/70 Đường 3/2,10.7704014,106.6671542,+84 946 102 477,4.5,130,,
VinFast Giải Pháp Việt - Bình Chánh/Quận 8,etc,used_moto,Y,C8/1 Đ. Phạm Hùng,10.7300999,106.6762815,+84 977 586 628,3.9,229,,
VinFast Giải Pháp Việt - Bình Thạnh,etc,used_moto,Y,486 Lê Quang Định,10.8144858,106.6896801,+84 977 979 659,4.3,422,,
Vinfast Landmark 81,etc,used_moto,Y,"Vincom Center (Landmark, 208 Nguyễn Hữu Cảnh",10.7954364,106.7208819,+84 931 319 976,4.2,61,,
Vinfast SKYTT Thủ Đức,etc,used_moto,Y,12B Nguyễn Thị Định,10.7901699,106.7544159,+84 862 172 217,4.1,128,,
Vinfast Thế Toản,etc,used_moto,Y,"PPV5+HFF, Đ. Số 8",10.743926,106.7086655,,,,,리뷰없음
Vỏ Xe THANH HÙNG,etc,used_moto,Y,558 Điện Biên Phủ,10.7998768,106.7165616,+84 908 008 485,4.9,9,,
XE MÁY 268 - Bán xe Trả Góp,etc,used_moto,Y,615 Lê Văn Lương,10.7316905,106.7010155,+84 707 036 363,5.0,4,,
XE MÁY HOÀNG MINH QUẬN 3,etc,used_moto,Y,287 Nam Kỳ Khởi Nghĩa,10.7896805,106.6837656,+84 907 788 996,,,,리뷰없음
XE MÁY HỒNG AN,etc,used_moto,Y,"Lô E05, Đường, 8 Lô D Chung Cư Bình Thới",10.7609274,106.6492268,+84 907 957 435,4.3,6,,
XE MÁY NGUYỄN MINH SƠN,etc,used_moto,Y,210 Phạm Thế Hiển,10.7505035,106.6860457,+84 908 889 961,3.3,3,,
XE MÁY PHẠM ĐỨC 460,etc,used_moto,Y,460 Phạm Thế Hiển,10.747165,106.6793271,+84 783 823 913,5.0,3,,
XE MÁY QUANG LẬP,etc,used_moto,Y,262/1/5 Đ. Phan Anh,10.771314,106.622972,+84 968 232 535,3.9,11,,
XE MÁY TUẤN KHANH,etc,used_moto,Y,488 Phạm Thế Hiển,10.746932,106.678807,+84 365 795 793,5.0,16,,
XE MÁY VĂN TÂN,etc,used_moto,Y,467/41 Lê Đại Hành,10.767177,106.652426,+84 907 888 882,5.0,3,,
XTmobile - CN Quận 10,etc,used_moto,Y,668 Lê Hồng Phong,10.7701025,106.6735817,+84 1800 6229,4.5,1270,,
XTmobile - CN Quận 7,etc,used_moto,Y,396 Nguyễn Thị Thập,10.739018,106.7101606,+84 1800 6229,4.8,691,,
Xe Cũ KHOI LE,etc,used_moto,Y,482 62Lê Quang Định,10.8152144,106.6918676,+84 903 707 750,,,,리뷰없음
Xe Huỳnh Gia,etc,used_moto,Y,275H Phạm Ngũ Lão,10.7678172,106.6915809,+84 28 3920 4577,2.9,405,,
"Xe Lăn Tay, Xe Lăn Điện Giá Rẻ Cao Cấp Dành Cho Người Già, Người Khuyết Tật",etc,used_moto,Y,348 Đường Nguyễn Văn Linh,10.7381935,106.72127,+84 989 971 479,5.0,2,,
"Xe Lăn Tay, Xe Lăn Điện Nhập Khẩu Giá Rẻ",etc,used_moto,Y,48A Đ. Thống Nhất,10.8320184,106.6639702,+84 1900 4601,4.9,10,,
Xe Lướt Sài Gòn,etc,used_moto,Y,51-53 Đ. Hoàng Văn Thụ,10.7991273,106.6790595,+84 961 111 991,,,,리뷰없음
Xe Máy Công Quyền,etc,used_moto,Y,815 Đ. Lũy Bán Bích,10.787529,106.6367816,+84 936 989 879,4.2,16,,
Xe Máy HEAD Việt Thái Quân 2,etc,used_moto,Y,111 Nguyễn Duy Trinh,10.7884374,106.7585854,+84 28 3743 7567,4.7,1950,,
Xe Máy HUNG PHÁT Mua Bán Trao Đổi xe Đc:505/10 J Đường Nguyễn Kiệm P9 Q Phú nhuận Tphcm,etc,used_moto,Y,505/10 J Nguyễn Kiệm,10.803472,106.678423,+84 903 727 370,,,,리뷰없음
Xe Máy Huỳnh Lê,etc,used_moto,Y,419/15 Đ. Sô 48,10.8356332,106.7278733,+84 903 707 715,5.0,2,,
Xe Máy Lâm 290,etc,used_moto,Y,290 Đ. Lũy Bán Bích,10.7733956,106.6325636,+84 983 635 495,5.0,3,,
Xe Máy Lộc Thành Phát A3-Báo,etc,used_moto,Y,253 Tân Hòa Đông,10.7600092,106.6250815,+84 934 566 839,4.7,9,,
Xe Máy Minh Thứ 59,etc,used_moto,Y,71 Đ. Hoàng Văn Thụ,10.799105,106.6784,+84 911 063 678,5.0,3,,
Xe Máy Nam Tiến Quận 12,etc,used_moto,Y,21A Đường Nguyễn Ảnh Thủ,10.876774,106.644817,,4.8,1987,,
Xe Máy Nhập Khẩu Sài Gòn,etc,used_moto,Y,816 Võ Văn Kiệt,10.7513553,106.676038,+84 28 6654 1768,4.1,22,,
Xe Máy Quận 7,etc,used_moto,Y,673 Huỳnh Tấn Phát,10.7379281,106.7305269,+84 1900 7250,3.9,70,,
Xe Máy Quốc Cường,etc,used_moto,Y,264B Bạch Đằng,10.8037578,106.7025355,+84 911 578 888,,,,리뷰없음
Xe Máy Quốc Vương,etc,used_moto,Y,170a Phan Đăng Lưu,10.8011357,106.6821438,+84 985 966 955,4.5,16,,
Xe Máy Thành Lê,etc,used_moto,Y,3 Đ. Phan Văn Trị,10.8310693,106.6764299,,,,,리뷰없음
Xe Máy Thủ Đức,etc,used_moto,Y,"465B Kha Vạn Cân, phường, Đ. Linh Đông",10.8418782,106.7467536,+84 768 866 899,4.9,141,,
Xe Máy Tiến Phát-63,etc,used_moto,Y,118/16 D. Lê Lợi,10.8195063,106.6849045,+84 775 494 878,,,,리뷰없음
Xe Máy Trí Hà - Chuyên Thanh Lý & Thu Mua Xe Máy Cũ TPHCM,etc,used_moto,Y,424-426 Phạm Thế Hiển,10.747781,106.6805856,+84 906 484 662,4.5,8,,
Xe Máy Trường Thịnh 139 Đường B F. Hiệp Bình Thủ Đức TPHCM,etc,used_moto,Y,139 Đ. Hiệp Bình,10.8452756,106.7258391,+84 947 186 829,,,,리뷰없음
Xe Máy Tứng Tài,etc,used_moto,Y,"PPRH+Q9G, Hẻm 502 Huỳnh Tấn Phát",10.7418566,106.7284988,+84 927 932 611,5.0,2,,
Xe Máy Điện_Halo Ebike,etc,used_moto,Y,153 Trần Trọng Cung,10.7433866,106.7351255,+84 819 868 468,5.0,6,,
Xe Máy Đại Thành,etc,used_moto,Y,Đường Nguyễn Văn Luông,10.7520937,106.6350548,+84 28 3877 7370,3.3,9,,
Xe Máy Đỗ Hoàng,etc,used_moto,Y,266 Đ. Phan Anh,10.7711349,106.6222859,+84 366 666 442,5.0,59,,
Xe Máy Đức Mập,etc,used_moto,Y,462 Phạm Thế Hiển,10.7471023,106.67915,+84 707 868 655,,,,리뷰없음
Xe Nâng VinaBoss - Sửa Chữa Xe Nâng - Mua Bán Xe Nâng - Cho Thuê Xe Nâng TP.HCM - Thành Phố Hồ Chí Minh,etc,used_moto,Y,421 Vườn Lài,10.836449,106.6974563,+84 911 755 722,5.0,488,,
Xe cũ A Thế,etc,used_moto,Y,"RMWC+997, 736/192/23 Đ. Lê Đức Thọ",10.8459671,106.6709686,,,,,리뷰없음
Xe máy 339,etc,used_moto,Y,4 Đặng Trần Côn,10.772392,106.6942797,+84 933 339 674,,,,리뷰없음
Xe máy Bảo,etc,used_moto,Y,220B Phạm Thế Hiển,10.7503885,106.6858838,+84 916 633 308,5.0,159,,
Xe máy Hào Cường,etc,used_moto,Y,1217A Phạm Thế Hiển,10.7413499,106.6595135,+84 903 451 294,5.0,5,,
Xe máy Minh Khang,etc,used_moto,Y,123 ấp 10 xã,10.7187638,106.6994394,+84 914 066 381,,,,리뷰없음
Xe máy Mạnh Hùng,etc,used_moto,Y,87 Phan Huy Ích,10.8280546,106.6318628,+84 932 987 929,,,,리뷰없음
Xe máy Quang Phương Quận 11,etc,used_moto,Y,286 Lãnh Binh Thăng,10.76415,106.6490321,+84 768 927 869,4.7,108,,
Xe máy Sơn Thu Motor,etc,used_moto,Y,205 Nguyễn Tri Phương,10.7570364,106.6692981,+84 983 260 260,4.1,16,,
Xe máy Việt Nhật,etc,used_moto,Y,300b Nguyễn Thị Định,10.7831048,106.7580708,,5.0,1,,
Xe máy Xe điện Bảo Nam - 107 Nguyễn Tất Thành,etc,used_moto,Y,107 Đ. Nguyễn Tất Thành,10.7634513,106.7081346,+84 339 662 288,1.9,13,,
Xe máy cũ Dĩ An Bình Dương - Lực Phạm,etc,used_moto,Y,154 Đ. Nguyễn Tri Phương,10.8927181,106.7585556,+84 379 060 686,4.6,18,,
Xe máy cũ nhi nguyễn Gò Vấp,etc,used_moto,Y,27/14b Đ. Số 9,10.8431539,106.6680839,+84 903 977 662,5.0,2,,
Xe máy cũ trả góp tay đôi cửa hàng,etc,used_moto,Y,759 Đ. Nguyễn Ảnh Thủ,10.8759885,106.6239147,+84 822 744 444,5.0,15,,
Xe Điện Linh Trung - Thu Mua Xe Điện Cũ TP.HCM,etc,used_moto,Y,710/70 Đ. Lũy Bán Bích,10.7890358,106.6380164,+84 941 236 197,3.9,7,,
Xe Điện Smile - CN Hậu Giang,etc,used_moto,Y,285a Đ. Hậu Giang,10.749724,106.6420719,+84 888 882 887,4.9,748,,
Xe Điện Smile Trường Chinh,etc,used_moto,Y,188 Lạc Long Quân,10.7585769,106.6369513,+84 888 882 887,4.6,119,,
Xe Điện Việt Thanh,etc,used_moto,Y,195 Bà Hom,10.7552657,106.6276457,+84 938 292 266,4.5,119,,
Xe Điện Z48,etc,used_moto,Y,104 Đ. Số 1,10.8295077,106.6791661,+84 911 822 877,5.0,9,,
Xe Đạp Điện Trợ Lực Sài Gòn - Xedapdientroluc.vn,etc,used_moto,Y,243/1/22B Tô Hiến Thành,10.778957,106.6678028,+84 908 151 234,4.8,45,,
Xe điện Yadea Plus - Phạm Hùng,etc,used_moto,Y,"C3/3, Đ. Phạm Hùng",10.7343088,106.6730606,+84 852 318 088,4.9,376,,
Xe đạp thể thao Hân My,etc,used_moto,Y,184 Đ. Nguyễn Văn Lượng,10.8388057,106.6751452,+84 937 009 995,4.3,88,,
YAMAHA HUY HOÀNG HOÀ,etc,used_moto,Y,548-550 Võ Văn Kiệt,10.7572533,106.6901399,+84 903 616 262,4.3,213,,
Yadea Việt Thanh(雅迪專賣店),etc,used_moto,Y,308 Huỳnh Tấn Phát,10.7511954,106.7284688,+84 902 572 288,4.8,116,,
Yamaha Town Hồng Hải Anh,etc,used_moto,Y,101 Nơ Trang Long,10.8103861,106.6950235,+84 28 3551 1136,3.5,268,,
Yamaha Town Kim Hoàng,etc,used_moto,Y,311A Đ. Lê Văn Sỹ,10.7875585,106.6780744,+84 938 338 548,4.3,393,,
Yamaha Town Minh Quang,etc,used_moto,Y,327 Đường Huỳnh Tấn Phát,10.7508581,106.7287487,+84 28 3872 0755,3.6,360,,
Yamaha Town Minh Quang 3,etc,used_moto,Y,"270 B, Đ. Lý Thường Kiệt",10.777702,106.6563363,+84 28 3868 8277,3.8,451,,
Yamaha Town Minh Quang 5,etc,used_moto,Y,175-177 Cộng Hòa,10.8017266,106.6473298,+84 28 7301 2988,4.3,589,,
Yamaha Town TP. Hồ Chí Minh,etc,used_moto,Y,38 Trương Quốc Dung,10.7972602,106.6724003,+84 28 3844 1433,4.3,1460,,
Yamaha Đại Thành,etc,used_moto,Y,442 Nguyễn Văn Luông,10.7521606,106.6350135,+84 28 6653 3089,4.3,434,,
Yên Nệm Cao Su,etc,used_moto,Y,282/51 Đ. Bùi Hữu Nghĩa,10.8006063,106.7005556,+84 983 485 835,4.9,54,,
cửa hàng xe máy cũ DŨNG T¡ẾN,etc,used_moto,Y,644 Bình Long,10.7955801,106.6144111,+84 908 409 808,5.0,1,,
tienphattp,etc,used_moto,Y,Đ. Võ Văn Dũng,10.7809844,106.6259165,+84 907 346 166,,,,리뷰없음
xe máy cũ nhi nguyễn,etc,used_moto,Y,27/14 Đ. Số 9,10.8431602,106.6680495,,5.0,1,,
xe máy củ. Mai Hiếu,etc,used_moto,Y,1G Đ. Số 4,10.7421009,106.7249878,+84 931 281 117,5.0,1,,
xe máy long hồ,etc,used_moto,Y,44 Phú Thọ,10.7553786,106.6420492,+84 908 312 712,5.0,1,,
Điện - Đèn Xe Máy,etc,used_moto,Y,281/25/16 Đ. Lê Văn Sỹ,10.792904,106.6674199,+84 926 592 625,5.0,1,,
Điện Máy Nam Hoàng - Chuyên Loa Kéo Nanomax,etc,used_moto,Y,Thoại Ngọc Hầu,10.7847015,106.6381451,+84 901 800 800,4.1,21,,
Đóng pin quận 7 - Xe điện - Máy pin các loại,etc,used_moto,Y,128/39 Huỳnh Tấn Phát,10.7537071,106.7249871,,4.9,53,,
Đạt Dương Motor,etc,used_moto,Y,44 Đường Số 81,10.7402884,106.7059759,+84 906 620 397,5.0,14,,
"Đức rút căm xe đạp, xe máy Hóc Môn",etc,used_moto,Y,"Địa chỉ mới, 52/4, 208 Đ. Lý Thường Kiệt",10.7680153,106.658984,+84 794 491 549,,,,리뷰없음
123GoGoShop,gear,,Y,37 Phạm Thế Hiển,10.748974,106.682352,+84 907 638 601,,,,리뷰없음
247 Motorbikes Rental & Sale Hcm,gear,,Y,33 Đ. Vĩnh Hội,10.7561907,106.7030708,+84 981 008 414,4.9,307,,
24hStore - Hệ thống ủy quyền Apple và Samsung Việt Nam,gear,,Y,389 Quang Trung,10.8306723,106.6692902,+84 1900 0351,4.6,858,,
