name,category,subtype,listing_capable,address,latitude,longitude,phone,rating,reviews,status,flags,excluded_reason
Ô Tô Hoàng Kim,accessory,,Y,54 Đ. Số 1,10.7485235,106.6188852,+84 707 183 868,4.1,209,,,자동차 업체
TRUNG TÂM PHỤ KIỆN ĐỒ CHƠI XE HƠI - THÁI NGÀ AUTO,accessory,,Y,491 An Dương Vương,10.7465719,106.6237194,+84 947 055 538,4.1,33,,,자동차 업체
FALU AUTO_PHỤ KIỆN & ĐỒ CHƠI XE HƠI,accessory,,Y,5 Đ. Số 4,10.8407514,106.7179606,+84 902 495 441,5.0,41,,,자동차 업체
MPauto - Trung Tâm Phụ Kiện Đồ Chơi Xe Hơi TP.HCM,accessory,,Y,517 Nguyễn Oanh,10.8485397,106.6785161,+84 962 309 209,5.0,23,,,자동차 업체
Thành Phát Auto | Phụ Kiện Ô Tô Màn Hình 360 Zestech,accessory,,Y,11 Số 12,10.828425,106.7275918,+84 977 003 057,4.9,784,,,자동차 업체
Led Phượt Shop - Độ đèn Bi cầu / Trợ sáng - Chống trộm GPS 《Xe máy Ô tô》,accessory,,Y,"Lô B - Chung cư, Bàu Cát 2",10.7861459,106.6448106,+84 966 318 889,4.6,120,,,자동차 업체
LUX AUTO - Trung Tâm Chăm Sóc Và Phụ Kiện Đồ Chơi Ô Tô,accessory,,Y,Bàu Cát 8/111 Đ. Bảy Hiền,10.7874641,106.6440027,+84 904 581 826,4.4,21,,,자동차 업체
Ô Tô Hoàng Kim - Chi nhánh Tân Phú,accessory,,Y,474 Đ. Lũy Bán Bích,10.7799932,106.6357767,+84 707 183 868,4.7,13,,,자동차 업체
Phụ kiện Xe hơi Hồ Chí Minh,accessory,,Y,797 Âu Cơ,10.7937295,106.6387093,+84 971 911 122,4.5,2,,,자동차 업체
TK Tuning - Bọc ghế da ô tô Bình Thạnh,accessory,,Y,3 Nguyễn Xuân Khoát,10.7950764,106.6346336,+84 968 788 295,5.0,52,,,자동차 업체
TUẤN ANH AUTO | PHỤ KIỆN - ĐỒ CHƠI XE HƠI | ĐỒ CHƠI XE HƠI Ở TÂN PHÚ,accessory,,Y,78 Chế Lan Viên,10.8122113,106.6291926,+84 906 365 265,3.8,10,,,자동차 업체
Tiến Phát Auto,accessory,,Y,82 Tân Sơn,10.8190811,106.6385477,+84 938 188 899,4.8,491,,,자동차 업체
Đức Ép Biển Số Ô Tô Xe Máy,accessory,,Y,34 Đ. Thạch Lam,10.7766823,106.6318849,+84 352 429 477,4.9,30,,,자동차 업체
Michelin Car Service - Năm Tuội Tân Bình,accessory,,Y,45 Cộng Hòa,10.80079,106.65632,+84 903 871 726,4.9,424,,,자동차 업체
Đồ Chơi Xe Hơi Tuấn Anh Auto,accessory,,Y,2 Đ. Phạm Hùng,10.7292757,106.6768887,+84 906 961 357,4.8,30,,,자동차 업체
Phụ kiện đồ chơi ô tô - NT Auto,accessory,,Y,85 Nhánh Cầu Tân Thuận 2,10.7526039,106.7224936,+84 333 533 777,4.5,2,,,자동차 업체
Nội Thất Ô Tô Thiên Vương,accessory,,Y,59 Đường 1E,10.7330747,106.6913552,+84 975 721 931,4.8,5,,,자동차 업체
"T.S.T Phụ Kiện, Đồ Chơi Xe Hơi",accessory,,Y,424 An Dương Vương,10.7589085,106.6771882,+84 931 818 266,5.0,1,,,자동차 업체
Đồ Chơi Xe Hơi Ngọc Nhẫn,accessory,,Y,87 Đ. Đào Duy Từ,10.7602233,106.6666173,+84 916 666 767,3.9,7,,,자동차 업체
Nội Thất Ô Tô Sài Gòn,accessory,,Y,3 Đ. Số 10,10.7338389,106.6914586,+84 389 238 886,4.6,31,,,자동차 업체
Đồ chơi ô tô Quang Hải,accessory,,Y,688 Điện Biên Phủ,10.7979822,106.7197186,+84 909 457 123,5.0,2,,,자동차 업체
"BABY CỦA TÔI - Ô tô điện trẻ em, xe máy điện trẻ em, đồ chơi trẻ em, bàn ghế chống gù chống cận",accessory,,Y,725 Xô Viết Nghệ Tĩnh,10.8129805,106.7156895,+84 868 246 246,4.5,50,,,자동차 업체
Hãng Nâng Cấp Ô Tô BCar,accessory,,Y,22 24 26 Bạch Đông Ôn,10.7881773,106.7360479,+84 902 645 494,5.0,27,,,자동차 업체
"Ô tô xe máy điện trẻ em, cầu trượt, nhà nhựa, quây bóng, Đồ chơi trẻ em, ván trượt, giày trượt patin - Babycuatoi",accessory,,Y,413 Cách Mạng Tháng Tám,10.7796996,106.6779713,+84 933 464 668,5.0,20,,,자동차 업체
Cửa Hàng Ô Tô Hãng Xe,accessory,,Y,12 Trần Hưng Đạo,10.7544742,106.6794026,+84 908 886 885,4.0,1,,,자동차 업체
Anh Thi Auto,accessory,,Y,393-397-401 An Dương Vương,10.7586578,106.6774167,+84 866 705 979,4.2,48,,,자동차 업체
CÔNG TY TNHH THƯƠNG MẠI - XUẤT NHẬP KHẨU CƯỜNG NGA - CN5,accessory,,Y,295 An Dương Vương,10.7598877,106.680356,+84 903 330 937,4.3,57,,,제조/도매/법인
"BABY CỦA TÔI - Ô tô điện trẻ em, xe máy điện trẻ em, đồ chơi trẻ em, bàn ghế chống gù chống cận",accessory,,Y,957 Cách Mạng Tháng Tám,10.7900756,106.658166,+84 868 246 246,4.6,170,,,자동차 업체
"BONGKIDS - Xe hơi điện, xe máy điện trẻ em, xe đạp ba bánh cho bé cao cấp",accessory,,Y,"Thể dục thể thao, Số 3, Lạc Long Quân/Lô E-k-l Lạc Long Quân/Lô A3 Hẻm 341 Lạc Long Quân",10.7690326,106.6410636,+84 961 131 902,4.3,21,,,자동차 업체
Đồ Chơi Xe Hơi Giá Sốc,accessory,,Y,"1 Lô Ô, Đường Hoàng Minh Đạo",10.7394695,106.6571641,+84 937 284 011,,,,,자동차 업체
THÁI LIÊM AUTO - GARA,accessory,,Y,30 Đ. Tô Hiệu,10.7620251,106.6270836,+84 932 079 267,5.0,1,,,자동차 업체
VN PERFORMANCE - Phụ kiện đồ chơi ô tô,accessory,,Y,25/2 Đ. Tái Thiết,10.791031,106.6514265,+84 349 509 931,5.0,4,,,자동차 업체
Đồ chơi xe hơi Sài Gòn,accessory,,Y,30 D. Lê Lợi,10.8198502,106.6851195,+84 981 005 192,,,,,자동차 업체
"Viettech GPS - Định vị ô tô xe máy, camera hành trình, phụ kiện đồ chơi xe hơi",accessory,,Y,"Oanh, 90/18 Đ. An Nhơn",10.8361393,106.6786783,+84 793 987 139,4.5,6,,,자동차 업체
Trung Tâm Phụ Kiện Đồ Chơi Xe Hơi Ô Tô Thành Phát Auto,accessory,,Y,11 Số 11,10.8283583,106.7303763,+84 977 383 567,5.0,74,,,자동차 업체
Ô Tô Hoàng Kim - Chi nhánh Thủ Đức,accessory,,Y,347 QL13,10.8392558,106.7153831,+84 707 183 868,4.2,86,,,자동차 업체
Auto365.vn Thủ Đức,accessory,,Y,"4/23A, Số 3",10.840778,106.7133792,+84 817 365 365,4.5,158,,,자동차 업체
Hệ thống chăm sóc xe ô tô TITI AUTO CARE,accessory,,Y,129 Phan Chu Trinh,10.8149615,106.7006483,+84 925 840 999,4.6,96,,,자동차 업체
"Thành Nam-Định Vị Ô Tô Xe Máy, Camera",accessory,,Y,33 Đ. Số 1,10.8111371,106.7078723,+84 936 011 633,4.3,6,,,자동차 업체
Công ty ô tô mô tô Bá Thành - Garage ô tô mô tô Bá Thành,accessory,,Y,19 Đ. Phan Văn Trị,10.8293935,106.6828904,+84 913 169 066,4.2,109,,,자동차 업체
Phụ kiện - Đồ chơi ô tô Thành Phát,accessory,,Y,39 Đường Số 7,10.8291087,106.7281978,+84 909 302 400,5.0,9,,,자동차 업체
Công Ty TNHH DPS Auto,accessory,,Y,103 Đường số 20,10.833559,106.6858209,+84 922 094 567,4.7,26,,,자동차 업체
Đồ chơi phụ kiện ô tô Heart Auto,accessory,,Y,227A đường Thống Nhất,10.7912053,106.6311588,+84 938 637 848,5.0,8,,,자동차 업체
Cửa Hàng Kinh Doanh - Dịch Vụ Xe Máy Hoàng Bảo Môtô,etc,used_moto,Y,326 Lê Văn Lương,10.7394537,106.7034262,+84 28 6298 9929,4.2,5,,,자동차 업체
Long Anh AUTO,etc,used_moto,Y,66-68 Đường Số 7,10.7470823,106.7080179,+84 927 029 999,4.5,13,,,자동차 업체
GT AUTO,etc,used_moto,Y,Đ. Hà Huy Tập,10.7266736,106.7126902,+84 937 356 702,5.0,3,,,자동차 업체
AUTO Việt Tuấn SG,etc,used_moto,Y,7-1A Đ. Hà Huy Tập,10.7265909,106.7125601,+84 909 779 755,5.0,14,,,자동차 업체
Thu mua xe máy cũ- ô tô cũ A. Tửng,etc,used_moto,Y,"PMFJ+J3H, Chánh Hưng",10.7240201,106.6802676,+84 901 446 181,,,,,자동차 업체
AUTO NAM SÀI GÒN - Chuyên Xe Sang Lướt Uy Tín Quận 7,etc,used_moto,Y,Đường Nguyễn Văn Linh,10.7360742,106.7212988,+84 929 808 082,4.7,45,,,자동차 업체
Ô Tô Cũ Sài Gòn,etc,used_moto,Y,1 Đ. số 9,10.7275094,106.6943743,+84 945 323 353,5.0,2,,,자동차 업체
Saigon Used Cars - Ô Tô Cũ Sài Gòn,etc,used_moto,Y,603 Lê Văn Lương,10.7321863,106.7012066,+84 907 008 855,5.0,1,,,자동차 업체
LT Car Sài Gòn,etc,used_moto,Y,36 Đ. Số 1,10.7431838,106.7317684,+84 931 912 395,5.0,50,,,자동차 업체
Vucar - Địa chỉ mua bán ô tô cũ uy tín TP.HCM,etc,used_moto,Y,"Dreamplex, 39 Lê Hiến Mai",10.7778436,106.7546962,+84 1800 646896,4.9,169,,,자동차 업체
Auto Phú Mỹ Hưng,etc,used_moto,Y,419 Đ. Đào Trí,10.7384825,106.7381876,+84 911 775 588,5.0,7,,,자동차 업체
MBA Auto Việt Nam,etc,used_moto,Y,93 Đ. Lý Phục Man,10.742745,106.7239879,+84 702 000 222,4.9,76,,,자동차 업체
Motivo Auto Hub,etc,used_moto,Y,32 Đường B4,10.7724696,106.7266383,+84 568 163 979,5.0,7,,,자동차 업체
Mua Bán Xe Hơi Cũ Hưng Thịnh,etc,used_moto,Y,29/15 Nguyễn Gia Trí,10.8025842,106.7149722,+84 906 386 021,5.0,36,,,자동차 업체
Careo Auto - Xe lướt chất lượng,etc,used_moto,Y,22 Đ. Số 24,10.7942342,106.7299488,+84 859 309 309,5.0,14,,,자동차 업체
PHÚ QUÝ AUTO - Thu Mua Ô Tô Giá Cao,etc,used_moto,Y,Lương Định Của,10.790748,106.7434016,+84 909 656 885,5.0,32,,,자동차 업체
AUTO SÀI GÒN - SHOWROOM XE CŨ UY TÍN QUẬN 2,etc,used_moto,Y,52 Lương Định Của,10.7896511,106.7381359,+84 932 639 788,5.0,6,,,자동차 업체
Thủ Đức AuTo I Mua Bán - Trao Đổi - Thu Mua Ô Tô Cũ Giá Cao,etc,used_moto,Y,14 Lương Định Của,10.7911347,106.7448239,+84 933 709 333,5.0,23,,,자동차 업체
CAM AUTO 2,etc,used_moto,Y,109/8 Song Hành Xa Lộ Hà Nội,10.8022299,106.7391156,+84 908 928 333,5.0,15,,,자동차 업체
THU XE Ô TÔ CŨ - TOYOTA SURE,etc,used_moto,Y,220 Nguyễn Hữu Cảnh,10.7969056,106.720617,+84 912 125 533,5.0,1,,,자동차 업체
HB Auto,etc,used_moto,Y,7 Đường 20,10.7991621,106.7419978,+84 901 131 313,4.7,7,,,자동차 업체
Best Car Sài Gòn,etc,used_moto,Y,44 Lương Định Của,10.7907626,106.7433934,+84 903 000 777,4.6,34,,,자동차 업체
Sài Gòn Auto - 40 Lương Định Của,etc,used_moto,Y,40-41 Lương Định Của,10.7897918,106.7388323,+84 916 473 999,5.0,19,,,자동차 업체
Thu mua ô tô cũ giá cao nhất Sài Gòn,etc,used_moto,Y,638 Lê Hồng Phong,10.7698417,106.6736992,+84 937 090 000,5.0,19,,,자동차 업체
Thu mua ô tô cũ - Linh Quý Auto,etc,used_moto,Y,201 Trần Hưng Đạo,10.7522736,106.6651234,+84 971 217 171,5.0,2,,,자동차 업체
Hiếu Nghĩa Auto,etc,used_moto,Y,461 An Dương Vương,10.758135,106.6762979,+84 913 773 577,3.6,20,,,자동차 업체
Bãi giữ xe ô tô 212B/C79 Nguyễn Trãi,etc,used_moto,Y,Nguyễn Trãi,10.7648739,106.6850821,,4.5,19,,,자동차 업체
Hùng Thịnh Auto,etc,used_moto,Y,294 An Dương Vương,10.7602818,106.6805982,+84 939 778 839,5.0,6,,,자동차 업체
Cửa hàng Mô Tô Xe Máy chất lượng cao Lưu Thanh Hải,etc,used_moto,Y,77A Đ. Hoàng Văn Thụ,10.799172,106.6779518,+84 903 713 705,4.2,10,,,자동차 업체
Gia Khang Auto – Thu Mua Ô Tô Cũ Giá Cao TPHCM,etc,used_moto,Y,40 Tân Trang,10.7796992,106.6553477,+84 904 119 903,5.0,6,,,자동차 업체
Cầm đồ Thanh Tâm - Cầm Xe Ô Tô Trả Góp - Cầm Xe Hơi - Cầm Xe Máy - Cầm Đồ - Cầm Đồ Điện Tử - Cầm Điện Thoại Laptop Tân Bình.,etc,used_moto,Y,86 Phạm Văn Hai,10.7959888,106.6639767,+84 372 837 777,5.0,12,,,자동차 업체
CÔNG TY TNHH Ô TÔ - XE MÁY HOÀNG NAM,etc,used_moto,Y,241A Tân Hòa Đông,10.7596505,106.6265996,+84 936 579 579,5.0,2,,,자동차 업체
"Cửa hàng xe máy, ô tô Hữu Trung",etc,used_moto,Y,118a Chiến Lược,10.7620154,106.6171113,+84 902 566 460,5.0,10,,,자동차 업체
Michelin Car Service - Hải Triều Bình Chánh,etc,used_moto,Y,C11/A9 Đường Nguyễn Văn Linh,10.727426,106.6778484,+84 933 381 788,4.8,995,,,자동차 업체
CÔNG TY TNHH CITY CAR,etc,used_moto,Y,"C10 TP 3A, 3A Đ. Phạm Hùng",10.72859,106.6773882,+84 916 869 338,4.0,12,,,자동차 업체
Bảo Thịnh Auto,etc,used_moto,Y,Đ. Phạm Hùng,10.7348778,106.6725331,,5.0,2,,,자동차 업체
Salon Auto Minh Quang,etc,used_moto,Y,222 Đinh Bộ Lĩnh,10.8121144,106.7093339,+84 939 734 567,4.3,6,,,자동차 업체
"Việt Hàn Used Car (Ô Tô Việt Hàn) - Mua bán xe ôtô cũ, ô tô điện lướt trả góp giá rẻ",etc,used_moto,Y,387 QL13,10.8413892,106.7171268,+84 908 003 392,4.7,51,,,자동차 업체
Cầm Đồ TST | Cầm Ô Tô Xe Máy Gò Vấp,etc,used_moto,Y,494 Quang Trung,10.8344612,106.6648781,+84 856 779 791,4.0,4,,,자동차 업체
Salon Auto Sơn Hoa - SonHoa Motorsport,etc,used_moto,Y,19 Cộng Hòa,10.8016658,106.6482915,+84 902 823 456,4.6,51,,,자동차 업체
Kingdom Auto - Chuyên Mua Bán Xe Ô Tô Đã Qua Sử Dụng Quận 7.,etc,used_moto,Y,53 Đường số 85,10.7394306,106.7105673,+84 902 888 877,4.7,28,,,자동차 업체
"Thanh An Autocare - Vỏ Lốp, Cứu Hộ Ô Tô Chăm Sóc Xe Quận 7",etc,used_moto,Y,123 Nguyễn Thị Thập,10.737913,106.7207105,+84 906 662 441,4.9,573,,,자동차 업체
HEY AUTO,etc,used_moto,Y,38 Nguyễn Thị Thập,10.7377212,106.7284555,+84 963 452 868,5.0,11,,,자동차 업체
Volvo Car Saigon,etc,used_moto,Y,340 Đường Nguyễn Văn Linh,10.739347,106.7212119,+84 901 698 668,4.5,158,,,자동차 업체
Công ty TNHH Ô Tô Xe Máy Sapa,etc,used_moto,Y,239 Điện Biên Phủ,10.8007469,106.7075256,+84 28 3512 6337,4.1,19,,,자동차 업체
Honda Ô tô Sài Gòn - Quận 2,etc,used_moto,Y,136D Mai Chí Thọ,10.8014702,106.7539639,+84 933 476 767,4.9,806,,,자동차 업체
Công Ty Tnhh Tm Quang Phương,etc,used_moto,Y,T132 Nguyễn Tri Phương,10.7571026,106.6696949,+84 28 3830 5705,2.9,248,,,제조/도매/법인
PC TRƯƠNG HONDA - MUA BÁN XE Ô TÔ ĐÃ QUA SỬ DỤNG,etc,used_moto,Y,200 3 Tháng 2,10.7757928,106.679602,+84 981 661 768,5.0,6,,,자동차 업체
Honda Ôtô Sài Gòn,etc,used_moto,Y,"Zen Plaza, 54–56 Nguyễn Trãi",10.7707806,106.6920594,+84 1800 8001,3.5,52,,,자동차 업체
CÔNG TY TNHH TMDV VC QUANG VINH (XE MÁY QUANG VINH),etc,used_moto,Y,114b An Dương Vương,10.7565928,106.6691324,+84 908 629 596,4.5,36,,,제조/도매/법인
Công ty mua bán xe gắn máy Tịnh Hải,etc,used_moto,Y,56 Phan Đăng Lưu,10.804134,106.686591,+84 918 209 180,,,,,제조/도매/법인
Công Ty Tnhh Xe Máy Đông Nam - Đại Lý Yamaha,etc,used_moto,Y,38 Phan Đăng Lưu,10.8040292,106.6870822,+84 28 3551 1226,3.4,226,,,제조/도매/법인
Công ty xe máy Quang Phương,etc,used_moto,Y,131 Đ. Châu Văn Liêm,10.7539736,106.6581965,,1.6,7,,,제조/도매/법인
Hồng Phúc Auto,etc,used_moto,Y,"97, Đường Số 10, Phường 4, Quận 8",10.7352903,106.6739068,+84 909 937 666,4.4,20,,,자동차 업체
"Green SM - mua bán xe vinfast - thuê sở hữu ô tô, xe máy điện",etc,used_moto,Y,190 Quang Trung,10.8289538,106.6731571,+84 902 889 122,,,,,자동차 업체
Siêu Thị Ô Tô Hà Nội,etc,used_moto,Y,389 QL13,10.8417992,106.717343,,4.3,96,,,자동차 업체
"Ôtô Chính Hiệp Gò Vấp - Sửa chữa, bảo dưỡng, chăm sóc, mua bán xe ô tô uy tín chất lượng cao TP HCM",etc,used_moto,Y,14 Đ.Trần Quốc Tuấn,10.8213138,106.6934058,+84 903 310 836,4.5,56,,,자동차 업체
